KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2,AREA,YEAR
11,70,8,6,210,7001,V,12D,4f,2H,Vr,2,2,,,43,,425,67,,1,1147,52,11,8,2,3,1970
11,70,7,5,16,7002,V,12D,4f,2H,Vr,0,2,1,,48,,425,69,,1,409,44,9,7,2,3,1970
11,70,7,5,105,7003,V,12D,4f,2H,Vr,0,2,1,,42,,425,69,,1,409,44,9,7,2,3,1970
11,70,8,6,309,7004,V,12D,4f,2H,Vr,1,2,2,,48,,425,68,,1,782,52,11,8,2,3,1970
11,70,8,6,310,7005,V,12D,4f,2H,Vr,0,2,1,,45,,425,69,,1,417,52,11,8,2,3,1970
11,70,6,3,3012,7006,U,11I,8b,3U,Up,1,1,,,,,436,68,,1,765,35,7,5,1,4,1970
11,70,6,5,3013,7007,U,12I,1a,3U,Up,2,1,,,,,436,67,,1,1132,37,8,6,1,4,1970
11,70,8,5,3014,7008,U,12I,1a,3U,Up,8,2,1,,,,436,58,,1,4431,51,11,8,2,4,1970
11,69,46,8,3015,7009,U,10H,0b,3U,So,5,2,,,,,436,64,,1,2142,317,-9,-9,2,4,1969
11,70,11,3,17,7010,V,10E,7e,2H,Vr,3,2,,,62,,239,66,,1,1530,70,14,10,2,3,1970
11,70,11,2,606,7011,S,10E,7c,2H,Vr,2,2,4,,59,,46,67,,1,1164,69,14,10,2,3,1970
11,70,9,1,3016,7012,V,08G,7g,3U,Og,0,2,4,,,50,43,69,,1,419,54,11,8,2,5,1970
11,70,7,7,3017,7013,V,08G,7g,3U,Og,5,2,4,,,46,43,64,,1,2236,46,10,7,2,5,1970
11,70,7,6,3018,7014,V,09F,3g,3U,Og,2,2,1,,,54,43,67,,1,1140,45,9,7,2,5,1970
11,70,8,5,3019,7015,V,09F,3g,3U,Og,3,2,1,,,51,43,66,,1,1511,51,11,8,2,5,1970
11,70,10,6,1301,7016,G,09G,2a,3U,Og,2,2,1,,59,,43,67,,1,1161,66,14,10,2,5,1970
11,70,9,7,2301,7017,V,09F,5h,3U,Og,1,2,1,,,54,43,68,,1,790,60,12,9,2,5,1970
11,70,10,6,549,7018,V,12C,5e,2H,Vr,3,2,3,,,,295,66,,1,1526,66,14,10,2,3,1970
11,70,7,6,1034,7019,X,19E,3i,1L,Ja,3,2,2,,63,,401,66,,1,1505,45,9,7,2,2,1970
11,70,7,7,931,7020,X,19E,3i,1L,Ja,0,1,,,55,,401,69,,1,411,46,10,7,1,2,1970
11,70,4,5,1035,7021,X,19E,3i,1L,Ja,0,1,,,59,,401,69,,1,388,23,5,4,1,2,1970
11,70,3,1,1036,7022,X,19E,3i,1L,Ja,3,1,,,70,,401,66,,1,1472,12,3,2,1,2,1970
11,70,4,5,932,7023,X,19E,3i,1L,Ja,0,1,,,63,,401,69,,1,388,23,5,4,1,2,1970
11,70,1,5,728,7024,X,19E,4j,1L,Ja,0,2,1,,48,,401,69,,1,367,2,1,1,2,2,1970
11,70,8,6,1724,7025,X,19E,3i,1L,Ja,0,2,4,,55,,401,69,,1,417,52,11,8,2,2,1970
11,70,2,5,933,7026,X,19E,3i,1L,Ja,0,2,1,,46,,401,69,,1,374,9,2,2,2,2,1970
11,70,4,1,934,7027,X,19E,3i,1L,Ja,0,1,,,60,,401,69,,1,384,19,4,3,1,2,1970
11,70,8,4,729,7028,X,19E,3i,1L,Ja,2,1,,,67,,401,67,,1,1145,50,10,8,1,2,1970
11,70,8,6,1725,7029,U,19E,3i,1L,Ja,0,2,1,,50,,401,69,,1,417,52,11,8,2,2,1970
11,70,4,3,935,7030,X,19E,3i,1L,Ja,4,1,,,58,,401,65,,1,1846,21,5,3,1,2,1970
11,70,5,9,3020,7031,X,19E,3i,1L,Ja,5,2,1,,55,,401,64,,1,2219,29,-9,-9,2,2,1970
11,70,5,3,1037,7032,X,19E,3i,1L,Ja,0,1,,,65,,401,69,,1,393,28,6,4,1,2,1970
11,70,5,3,936,7033,X,19E,3i,1L,Ja,0,1,,,63,,401,69,,1,393,28,6,4,1,2,1970
11,70,7,6,937,7034,X,19E,3i,1L,Ja,4,1,,,63,,401,65,,1,1870,45,9,7,1,2,1970
11,70,11,5,805,7035,X,20F,8e,1L,Ja,0,2,1,,46,,250,69,,1,437,72,15,11,2,2,1970
11,70,11,1,1302,7036,T,18G,7d,1L,Ja,4,1,,,54,,307,65,,1,1893,68,14,10,1,2,1970
11,70,11,1,1726,7037,X,18G,7d,1L,Ja,0,2,5,,42,,307,69,,1,433,68,14,10,2,2,1970
11,70,8,1,3021,7038,X,18F,5c,1L,Ja,3,1,,,70,,420,66,,1,1507,47,10,7,1,2,1970
11,70,9,7,607,7039,X,18F,5c,1L,Ja,0,1,,,61,,420,69,,1,425,60,12,9,1,2,1970
11,70,10,3,730,7040,X,19E,5g,1L,Ja,1,1,,,63,,179,68,,1,793,63,13,9,1,2,1970
11,70,10,1,731,7041,X,19E,5g,1L,Ja,2,2,2,,44,,179,67,,1,1156,61,13,9,2,2,1970
11,70,10,2,732,7042,X,19E,5g,1L,Ja,0,1,,,64,,179,69,,1,427,62,13,9,1,2,1970
11,70,3,5,1303,7043,S,18C,4j,1L,Hr,3,1,,,65,,363,66,,1,1476,16,4,3,1,2,1970
11,70,9,6,1115,7044,S,18C,4j,1L,Hr,2,1,,,72,,363,67,,1,1154,59,12,9,1,2,1970
11,70,11,6,550,7045,X,20E,2i,1L,Ja,0,1,,,65,,419,69,,1,438,73,15,11,1,2,1970
11,70,5,7,3022,7046,X,18E,6h,1L,Ja,0,1,,,60,,52,69,,1,397,32,7,5,1,2,1970
11,70,6,6,3023,7047,X,18E,6h,1L,Ja,0,2,,,40,,52,69,,1,403,38,8,6,2,2,1970
11,70,6,6,3024,7048,X,18E,6h,1L,Ja,0,2,,,45,,52,69,,1,403,38,8,6,2,2,1970
11,70,5,7,3025,7049,X,18E,6h,1L,Ja,0,2,1,,45,,52,69,,1,397,32,7,5,2,2,1970
11,70,6,8,3026,7050,X,18E,6h,1L,Ja,0,1,,,70,,52,69,,1,401,36,-9,-9,1,2,1970
11,70,5,9,1116,7051,F,19E,2g,1L,Ja,0,1,,,60,,171,69,,1,394,29,-9,-9,1,2,1970
11,70,9,4,2225,7052,X,16E,6e,1L,Hr,6,2,,,64,,211,63,,1,2612,57,12,9,2,2,1970
11,70,5,9,3027,7053,F,18G,7i,1L,Ja,0,,,,,,356,69,,1,394,29,-9,-9,,2,1970
11,70,7,6,806,7054,X,19E,8c,1L,Ja,0,1,,,66,,211,69,,1,410,45,9,7,1,2,1970
11,70,7,5,807,7055,X,19E,8c,1L,Ja,0,1,,,62,,211,69,,1,409,44,9,7,1,2,1970
11,70,8,5,938,7056,X,19E,1h,1L,Ja,0,2,1,,48,,51,69,,1,416,51,11,8,2,2,1970
11,70,8,5,3028,7057,F,18G,7i,1L,Ja,0,,,,,,356,69,,1,416,51,11,8,,2,1970
11,70,9,1,808,7058,X,18F,9a,1L,Ja,3,1,,,70,,345,66,,1,1514,54,11,8,1,2,1970
11,70,5,7,3029,7059,X,18F,5c,1L,Ja,0,1,,,46,,315,69,,1,397,32,7,5,1,2,1970
11,70,9,4,2007,7060,X,16E,6e,1L,Hr,0,2,,,44,,211,69,,1,422,57,12,9,2,2,1970
11,70,8,3,809,7061,X,19E,1h,1L,Ja,0,1,,,54,,51,69,,1,414,49,10,7,1,2,1970
11,70,9,1,733,7062,F,19F,4a,1L,Ja,0,1,,,59,,219,69,,1,419,54,11,8,1,2,1970
11,70,10,4,734,7063,X,18E,2d,1L,Ja,0,2,1,,51,,470,69,,1,429,64,13,10,2,2,1970
11,70,9,7,608,7064,X,18E,2d,1L,Ja,3,1,,,68,,470,66,,1,1520,60,12,9,1,2,1970
11,70,10,1,609,7065,X,18E,2d,1L,Ja,3,2,2,,54,,470,66,,1,1521,61,13,9,2,2,1970
11,70,10,4,551,7066,X,18E,2c,1L,Ja,0,1,,,55,,470,69,,1,429,64,13,10,1,2,1970
11,70,9,3,735,7067,X,18E,3d,1L,Ja,0,2,1,,54,,470,69,,1,421,56,12,8,2,2,1970
11,70,9,7,736,7068,X,18E,3d,1L,Ja,3,1,,,75,,470,66,,1,1520,60,12,9,1,2,1970
11,70,11,5,610,7069,X,18G,7d,1L,Ja,0,2,4,,44,,307,69,,1,437,72,15,11,2,2,1970
11,70,9,5,737,7070,X,16E,6g,1L,Hr,4,1,,,65,,103,65,,1,1883,58,12,9,1,2,1970
11,70,8,6,738,7071,X,16E,6g,1L,Hr,2,1,,,68,,103,67,,1,1147,52,11,8,1,2,1970
11,70,11,5,611,7072,X,18G,5a,1L,Ja,2,2,1,,37,,243,67,,1,1167,72,15,11,2,2,1970
11,70,9,6,939,7073,X,18G,7d,1L,Ja,4,1,,,57,,307,65,,1,1884,59,12,9,1,2,1970
11,70,9,7,810,7074,X,18G,7d,1L,Ja,0,1,,,56,,307,69,,1,425,60,12,9,1,2,1970
11,70,11,7,739,7075,X,19E,6a,1L,Ja,1,1,,,62,,340,68,,1,804,74,15,11,1,2,1970
11,70,8,6,740,7076,X,18G,5a,1L,Ja,0,1,,,51,,243,69,,1,417,52,11,8,1,2,1970
11,70,9,5,612,7077,X,18G,5a,1L,Ja,3,1,,,67,,243,66,,1,1518,58,12,9,1,2,1970
11,70,9,4,811,7078,X,17D,5d,1L,Hr,0,1,,,69,,426,69,,1,422,57,12,9,1,2,1970
11,70,8,2,812,7079,X,17D,5d,1L,Hr,0,1,,,53,,426,69,,1,413,48,10,7,1,2,1970
11,69,47,4,1117,7080,S,18C,4j,1L,Hr,0,2,1,,45,,363,69,,1,324,324,65,47,2,2,1969
11,70,7,7,813,7081,X,18F,0c,1L,Ja,0,1,,,60,,102,69,,1,411,46,10,7,1,2,1970
11,70,9,6,211,7082,V,10I,1b,3U,So,2,2,3,,57,,206,67,,1,1154,59,12,9,2,4,1970
11,70,9,6,1215,7083,K,10I,1b,3U,So,0,1,,,67,,206,69,,1,424,59,12,9,1,4,1970
11,70,12,6,940,7084,U,10H,6j,3U,So,0,1,,,,,264,69,,1,445,80,16,12,1,4,1970
11,70,5,1,2150,7085,V,09G,2a,3U,Og,0,2,1,,,36,43,69,,1,391,26,6,4,2,5,1970
11,70,5,1,2226,7086,V,09G,2a,3U,Og,2,2,1,,,44,43,67,,1,1121,26,6,4,2,5,1970
11,70,5,3,3030,7087,V,09G,2b,3U,Og,1,2,,,,45,43,68,,1,758,28,6,4,2,5,1970
11,70,5,5,3031,7088,V,09F,3g,3U,Og,2,2,1,,,54,43,67,,1,1125,30,6,5,2,5,1970
11,70,6,2,3032,7089,T,09G,1g,3U,Og,0,2,,,,43,43,69,,1,399,34,7,5,2,5,1970
11,70,6,3,3033,7090,V,09G,0j,3U,Og,0,2,1,,,40,43,69,,1,400,35,7,5,2,5,1970
11,70,12,2,1817,7091,V,10I,7h,3U,Up,1,2,5,,64,,76,68,,1,806,76,16,11,2,4,1970
11,70,11,6,814,7092,X,17D,5d,1L,Hr,3,2,2,,50,,426,66,,1,1533,73,15,11,2,2,1970
11,70,11,6,941,7093,X,17D,5d,1L,Hr,3,1,,,76,,426,66,,1,1533,73,15,11,1,2,1970
11,70,11,2,741,7094,X,17D,5d,1L,Hr,3,1,,,46,,426,66,,1,1529,69,14,10,1,2,1970
11,70,5,9,3034,7095,X,18F,3f,1L,Ja,0,2,,,58,,467,69,,1,394,29,-9,-9,2,2,1970
11,70,5,9,3035,7096,X,18F,3f,1L,Ja,0,2,,,57,,467,69,,1,394,29,-9,-9,2,2,1970
11,70,8,6,742,7097,X,19F,7e,1L,Ja,0,1,,,59,,217,69,,1,417,52,11,8,1,2,1970
11,70,7,4,1625,7098,X,20E,8e,1L,Ja,2,1,,,70,,112,67,,1,1138,43,9,7,1,2,1970
11,70,7,5,743,7099,X,20E,8e,1L,Ja,0,2,1,,53,,112,69,,1,409,44,9,7,2,2,1970
11,70,10,6,744,7100,X,18G,7d,1L,Ja,0,2,3,,47,,307,69,,1,431,66,14,10,2,2,1970
11,70,9,3,745,7102,X,20E,4c,1L,Ja,0,1,,,62,,458,69,,1,421,56,12,8,1,2,1970
11,70,12,7,613,7103,X,20E,4c,1L,Ja,1,1,,,50,,458,68,,1,811,81,17,12,1,2,1970
11,70,12,6,614,7104,X,20E,4c,1L,Ja,0,2,1,,40,,458,69,,1,445,80,16,12,2,2,1970
11,70,9,5,615,7105,X,20E,4c,1L,Ja,2,2,1,,44,,458,67,,1,1153,58,12,9,2,2,1970
11,70,10,6,816,7106,X,19G,0c,1L,Ja,0,2,4,,40,,6,69,,1,431,66,14,10,2,2,1970
11,70,12,3,212,7107,V,10I,1b,3U,So,1,2,5,,66,,206,68,,1,807,77,16,11,2,4,1970
11,70,12,2,2302,7108,V,10I,1b,3U,So,0,1,,,68,,206,69,,1,441,76,16,11,1,4,1970
11,70,4,1,616,7109,X,19F,6b,1L,Ja,3,1,,,62,,461,66,,1,1479,19,4,3,1,2,1970
11,70,11,7,3036,7110,X,18F,5c,1L,Ja,0,2,4,,60,,52,69,,1,439,74,15,11,2,2,1970
11,70,12,4,3037,7111,X,18F,5c,1L,Ja,3,1,,,70,,52,66,,1,1538,78,16,12,1,2,1970
11,70,12,2,617,7112,X,18G,5a,1L,Ja,0,1,,,47,,243,69,,1,441,76,16,11,1,2,1970
11,70,13,6,817,7113,X,20E,4j,1L,Ja,0,2,4,,45,,352,69,,1,452,87,18,13,2,2,1970
11,70,11,4,746,7114,F,21F,3i,1L,Ja,0,1,,,48,,242,69,,1,436,71,15,11,1,2,1970
11,70,9,7,747,7115,X,17E,7d,1L,Ja,0,1,,,57,,321,69,,1,425,60,12,9,1,2,1970
11,70,13,4,618,7116,X,20E,5j,1L,Ja,0,1,,,56,,348,69,,1,450,85,17,13,1,2,1970
11,70,11,6,18,7117,V,19G,1e,1L,Ja,8,2,5,,60,,271,61,,1,3358,73,15,11,2,2,1970
11,70,12,2,748,7118,X,17D,5g,1L,Hr,0,1,,,53,,106,69,,1,441,76,16,11,1,2,1970
11,70,9,3,2227,7119,V,19E,5a,1L,Ja,0,2,1,,48,,340,69,,1,421,56,12,8,2,2,1970
11,70,9,5,405,7120,V,19E,6a,1L,Ja,3,1,,,79,,340,66,,1,1518,58,12,9,1,2,1970
11,70,9,3,311,7121,V,19E,6a,1L,Ja,7,2,1,,65,,339,62,,1,2976,56,12,8,2,2,1970
11,70,9,1,406,7122,V,19E,6a,1L,Ja,0,1,,,63,,339,69,,1,419,54,11,8,1,2,1970
11,70,9,4,749,7123,X,18F,5c,1L,Ja,2,1,,,60,,420,67,,1,1152,57,12,9,1,2,1970
11,70,9,3,750,7124,X,18F,5c,1L,Ja,0,2,4,,42,,420,69,,1,421,56,12,8,2,2,1970
11,70,10,3,818,7125,X,19G,1e,1L,Ja,0,2,3,,47,,399,69,,1,428,63,13,9,2,2,1970
11,70,13,1,1626,7126,X,20E,8e,1L,Ja,2,1,,,65,,112,67,,1,1177,82,17,12,1,2,1970
11,70,7,5,819,7127,X,18G,7d,1L,Ja,0,1,,,51,,307,69,,1,409,44,9,7,1,2,1970
11,70,7,7,820,7128,X,18G,7d,1L,Ja,3,2,1,,49,,307,66,,1,1506,46,10,7,2,2,1970
11,70,7,7,942,7129,X,18G,7d,1L,Ja,3,1,,,62,,307,66,,1,1506,46,10,7,1,2,1970
11,70,8,1,751,7130,X,18G,7d,1L,Ja,3,2,3,,46,,307,66,,1,1507,47,10,7,2,2,1970
11,70,8,1,943,7131,X,18G,7d,1L,Ja,8,1,,,52,,307,60,,1,3697,47,10,7,1,2,1970
11,70,11,5,752,7132,X,20F,6h,1L,Ja,0,1,,,50,,313,69,,1,437,72,15,11,1,2,1970
11,70,10,3,619,7133,X,20F,6h,1L,Ja,2,1,,,65,,313,67,,1,1158,63,13,9,1,2,1970
11,70,11,5,620,7134,X,20F,6h,1L,Ja,0,1,,,58,,313,69,,1,437,72,15,11,1,2,1970
11,70,11,5,621,7135,X,20F,6h,1L,Ja,0,2,2,,44,,313,69,,1,437,72,15,11,2,2,1970
11,70,8,5,312,7136,V,17E,2b,1L,Hr,2,2,1,,,35,281,67,,1,1146,51,11,8,2,2,1970
11,70,10,4,19,7137,V,17E,2b,1L,Hr,6,1,,,68,,281,63,,1,2619,64,13,10,1,2,1970
11,70,10,4,407,7138,V,17E,2b,1L,Hr,0,1,,,64,,281,69,,1,429,64,13,10,1,2,1970
11,70,7,8,3038,7139,X,18F,6a,1L,Ja,0,1,,,45,,52,69,,1,408,43,-9,-9,1,2,1970
11,70,9,6,3039,7140,X,18F,6a,1L,Ja,3,2,,,60,,52,66,,1,1519,59,12,9,2,2,1970
11,70,9,3,3040,7141,X,18F,6a,1L,Ja,1,1,,,60,,52,68,,1,786,56,12,8,1,2,1970
11,70,10,9,3041,7142,X,18F,6a,1L,Ja,0,2,4,,55,,52,69,,1,429,64,-9,-9,2,2,1970
11,70,10,9,3042,7143,X,18F,6a,1L,Ja,0,2,,,,,52,69,,1,429,64,-9,-9,2,2,1970
11,70,9,2,753,7144,X,19F,6b,1L,Ja,0,2,2,,45,,461,69,,1,420,55,11,8,2,2,1970
11,70,10,1,1955,7145,X,19F,6b,1L,Ja,2,2,3,,46,,461,67,,1,1156,61,13,9,2,2,1970
11,70,10,9,3043,7146,X,18F,5c,1L,Ja,0,2,,,50,,52,69,,1,429,64,-9,-9,2,2,1970
11,70,10,1,552,7147,X,19F,6b,1L,Ja,6,2,1,,41,,461,63,,1,2616,61,13,9,2,2,1970
11,70,10,4,3044,7148,X,20E,9d,1L,Ja,5,1,,,55,,52,64,,1,2254,64,13,10,1,2,1970
11,70,10,9,3045,7149,X,20E,9d,1L,Ja,3,1,,,50,,52,66,,1,1524,64,-9,-9,1,2,1970
11,70,10,6,3046,7150,X,20E,9d,1L,Ja,0,2,,,50,,52,69,,1,431,66,14,10,2,2,1970
11,70,10,4,3047,7151,X,18F,5c,1L,Ja,1,2,4,,45,,52,68,,1,794,64,13,10,2,2,1970
11,70,10,4,3048,7152,X,20E,9d,1L,Ja,3,1,,,80,,52,66,,1,1524,64,13,10,1,2,1970
11,70,4,7,553,7153,X,19F,6b,1L,Ja,4,1,,,61,,461,65,,1,1850,25,5,4,1,2,1970
11,70,9,3,2008,7154,X,19F,6b,1L,Ja,0,2,4,,40,,461,69,,1,421,56,12,8,2,2,1970
11,70,5,2,1216,7155,X,19F,6b,1L,Ja,7,1,,,58,,461,62,,1,2947,27,6,4,1,2,1970
11,70,6,5,554,7156,X,19F,6b,1L,Ja,1,2,1,,38,,461,68,,1,767,37,8,6,2,2,1970
11,70,5,4,622,7157,X,19F,6b,1L,Ja,3,1,,,65,,461,66,,1,1489,29,6,5,1,2,1970
11,70,4,6,555,7158,X,19F,6b,1L,Ja,0,1,,,68,,461,69,,1,389,24,5,4,1,2,1970
11,70,5,4,2228,7159,V,11D,0d,2H,Vr,0,2,1,,53,,10,69,,1,394,29,6,5,2,3,1970
11,70,11,4,313,7160,V,11D,3h,2H,Vr,1,2,5,,64,,10,68,,1,801,71,15,11,2,3,1970
11,70,5,3,623,7161,X,19F,6b,1L,Ja,0,1,,,70,,461,69,,1,393,28,6,4,1,2,1970
11,70,5,1,1304,7162,X,19F,6b,1L,Ja,0,1,,,40,,461,69,,1,391,26,6,4,1,2,1970
11,70,12,4,1038,7163,X,18G,5a,1L,Ja,0,1,,,63,,243,69,,1,443,78,16,12,1,2,1970
11,70,10,7,821,7164,F,10I,1b,3U,So,0,2,4,,48,,206,69,,1,432,67,14,10,2,4,1970
11,70,11,3,754,7165,F,10I,1b,3U,So,0,1,,,62,,206,69,,1,435,70,14,10,1,4,1970
11,70,12,1,3049,7166,V,08F,8j,3U,Og,6,2,5,,,65,43,63,,1,2630,75,15,11,2,5,1970
11,70,11,1,3050,7167,V,09F,5h,3U,Og,2,2,4,,,48,43,67,,1,1163,68,14,10,2,5,1970
11,70,11,4,3051,7168,V,09F,2e,3U,Og,0,2,1,,,49,43,69,,1,436,71,15,11,2,5,1970
11,70,11,4,3052,7169,V,09F,2e,3U,Og,0,2,1,,,39,43,69,,1,436,71,15,11,2,5,1970
11,70,10,7,755,7170,F,20E,1j,1L,Ja,0,2,1,,46,,108,69,,1,432,67,14,10,2,2,1970
11,70,10,4,756,7171,X,20E,1j,1L,Ja,0,1,,,48,,108,69,,1,429,64,13,10,1,2,1970
11,70,12,3,1039,7172,X,20E,1j,1L,Ja,0,2,4,,61,,108,69,,1,442,77,16,11,2,2,1970
11,70,11,4,822,7173,X,20E,7j,1L,Ja,0,1,,,61,,362,69,,1,436,71,15,11,1,2,1970
11,70,14,2,556,7174,X,18G,5a,1L,Ja,0,2,4,,39,,243,69,,1,455,90,18,13,2,2,1970
11,70,12,2,557,7175,S,18F,0c,1L,Ja,0,2,3,,42,,308,69,,1,441,76,16,11,2,2,1970
11,70,10,2,823,7176,X,19E,6a,1L,Ja,2,2,4,,54,,340,67,,1,1157,62,13,9,2,2,1970
11,70,10,2,757,7177,X,19E,6a,1L,Ja,1,2,3,,53,,340,68,,1,792,62,13,9,2,2,1970
11,70,11,7,624,7178,V,18C,4j,1L,Hr,0,1,,,56,,363,69,,1,439,74,15,11,1,2,1970
11,70,12,5,824,7179,V,18C,4j,1L,Hr,0,1,,,51,,363,69,,1,444,79,16,12,1,2,1970
11,70,14,4,408,7180,V,18G,7d,1L,Ja,3,2,5,,57,,307,66,,1,1552,92,19,14,2,2,1970
11,70,10,7,625,7181,X,16E,1c,1L,Hr,0,2,1,,39,,319,69,,1,432,67,14,10,2,2,1970
11,70,11,6,944,7182,X,20F,8e,1L,Ja,0,2,4,,43,,250,69,,1,438,73,15,11,2,2,1970
11,70,13,4,825,7183,F,20E,1j,1L,Ja,0,1,,,65,,108,69,,1,450,85,17,13,1,2,1970
11,70,12,5,626,7184,X,19E,1c,1L,Ja,0,2,5,,59,,310,69,,1,444,79,16,12,2,2,1970
11,70,4,7,826,7185,X,17D,5g,1L,Hr,0,2,1,,46,,106,69,,1,390,25,5,4,2,2,1970
11,70,6,1,827,7186,X,17D,5g,1L,Hr,0,1,,,66,,106,69,,1,398,33,7,5,1,2,1970
11,70,6,7,758,7187,X,17D,5g,1L,Hr,0,1,,,55,,106,69,,1,404,39,8,6,1,2,1970
11,70,8,4,759,7188,X,17D,5g,1L,Hr,5,1,,,60,,106,64,,1,2240,50,10,8,1,2,1970
11,70,8,5,627,7189,X,17D,5g,1L,Hr,2,2,,,53,,106,67,,1,1146,51,11,8,2,2,1970
11,70,8,5,700,7190,X,17D,5g,1L,Hr,1,1,,,56,,106,68,,1,781,51,11,8,1,2,1970
11,70,12,4,20,7191,V,19E,6a,1L,Ja,1,1,,,66,,45,68,,1,808,78,16,12,1,2,1970
11,70,8,2,828,7192,X,20E,7j,1L,Ja,3,2,1,,52,,362,66,,1,1508,48,10,7,2,2,1970
11,70,7,3,701,7193,X,20E,7j,1L,Ja,0,2,1,,51,,362,69,,1,407,42,9,6,2,2,1970
11,70,8,1,829,7194,X,20E,7j,1L,Ja,0,2,1,,58,,362,69,,1,412,47,10,7,2,2,1970
11,70,12,9,3053,7195,X,19E,1c,1L,Ja,5,2,3,,61,,310,64,,1,2268,78,-9,-9,2,2,1970
11,70,13,7,702,7196,X,20F,7h,1L,Ja,0,1,,,53,,147,69,,1,453,88,18,13,1,2,1970
11,70,13,6,628,7197,X,18G,7d,1L,Ja,0,2,5,,48,,307,69,,1,452,87,18,13,2,2,1970
11,70,12,3,2229,7198,V,19E,5a,1L,Ja,0,1,,,46,,340,69,,1,442,77,16,11,1,2,1970
11,70,12,1,945,7199,S,19E,5a,1L,Ja,0,1,,,60,,340,69,,1,440,75,15,11,1,2,1970
11,70,11,7,629,7200,F,18F,3f,1L,Ja,0,2,,,41,,467,69,,1,439,74,15,11,2,2,1970
11,70,11,7,703,7201,X,18F,3f,1L,Ja,3,1,,,72,,467,66,,1,1534,74,15,11,1,2,1970
11,69,53,2,21,7202,V,10D,6d,2H,Vr,0,1,,,81,,170,69,,1,364,364,73,52,1,3,1969
11,70,3,4,2303,7203,V,11D,3h,2H,Vr,1,2,1,,69,,170,68,,1,745,15,3,3,2,3,1970
11,70,6,4,2151,7204,V,11D,0e,2H,Vr,0,1,,,81,,170,69,,1,401,36,8,6,1,3,1970
11,70,6,4,2009,7205,V,11D,0e,2H,Vr,1,2,,,69,,170,68,,1,766,36,8,6,2,3,1970
11,70,4,1,2152,7206,V,11D,3h,2H,Vr,0,1,,,67,,170,69,,1,384,19,4,3,1,3,1970
11,70,5,1,2304,7207,V,10D,9f,2H,Vr,5,1,,,69,,170,64,,1,2216,26,6,4,1,3,1970
11,70,6,7,1430,7208,F,11D,0b,2H,Vr,0,1,,,55,,170,69,,1,404,39,8,6,1,3,1970
11,70,7,7,2153,7209,V,10D,7d,2H,Vr,2,1,,,77,,170,67,,1,1141,46,10,7,1,3,1970
11,70,9,2,2305,7210,V,11D,3h,2H,Vr,0,1,,,53,,170,69,,1,420,55,11,8,1,3,1970
11,70,9,4,2306,7211,V,11D,3h,2H,Vr,0,2,1,,44,,170,69,,1,422,57,12,9,2,3,1970
11,70,10,4,314,7212,V,11D,3h,2H,Vr,4,1,,,70,,170,65,,1,1889,64,13,10,1,3,1970
11,70,11,6,106,7213,V,11D,3h,2H,Vr,0,1,,,64,,170,69,,1,438,73,15,11,1,3,1970
11,69,50,1,558,7214,X,20F,6h,1L,Ja,3,1,,,92,,313,66,,1,1437,342,69,49,1,2,1969
11,69,50,3,1040,7215,X,20F,6h,1L,Ja,0,1,,,74,,313,69,,1,344,344,69,50,1,2,1969
11,69,50,1,559,7216,X,20F,6h,1L,Ja,0,1,,,63,,313,69,,1,342,342,69,49,1,2,1969
11,69,50,2,830,7217,X,20F,6h,1L,Ja,0,2,1,,55,,313,69,,1,343,343,69,49,2,2,1969
11,69,49,7,831,7218,X,20F,6h,1L,Ja,0,1,,,54,,313,69,,1,341,341,69,49,1,2,1969
11,70,3,1,409,7219,X,20F,6h,1L,Ja,0,2,1,,50,,313,69,,1,377,12,3,2,2,2,1970
11,70,3,2,500,7220,X,20F,6h,1L,Ja,0,2,1,,51,,313,69,,1,378,13,3,2,2,2,1970
11,70,4,1,832,7221,X,20F,6h,1L,Ja,0,2,1,,60,,313,69,,1,384,19,4,3,2,2,1970
11,70,3,6,833,7222,X,20F,6h,1L,Ja,0,2,,,50,,313,69,,1,382,17,4,3,2,2,1970
11,70,7,5,704,7223,X,19G,1e,1L,Ja,0,1,,,54,,399,69,,1,409,44,9,7,1,2,1970
11,70,7,1,1041,7224,X,19G,1e,1L,Ja,0,1,,,78,,399,69,,1,405,40,8,6,1,2,1970
11,70,7,1,834,7225,X,19G,1e,1L,Ja,0,1,,,55,,399,69,,1,405,40,8,6,1,2,1970
11,70,10,1,705,7226,X,17D,5d,1L,Hr,5,1,,,47,,426,64,,1,2251,61,13,9,1,2,1970
11,70,9,5,630,7227,X,18F,3f,1L,Ja,0,2,4,,51,,467,69,,1,423,58,12,9,2,2,1970
11,70,14,3,706,7228,X,20F,7h,1L,Ja,3,1,,,56,,147,66,,1,1551,91,19,13,1,2,1970
11,70,14,6,501,7229,X,20E,8e,1L,Ja,0,2,4,,41,,112,69,,1,459,94,19,14,2,2,1970
11,70,15,3,502,7230,X,19E,1c,1L,Ja,0,2,5,,58,,310,69,,1,463,98,20,14,2,2,1970
11,70,9,1,213,7231,V,11C,0f,2H,Vr,1,2,4,,70,,110,68,,1,784,54,11,8,2,3,1970
11,70,13,1,410,7232,X,20F,6h,1L,Ja,0,2,4,,51,,313,69,,1,447,82,17,12,2,2,1970
