KT,Y,W,D,Time,Nr,Js,Rak1,Rak2,NyLskp,LSkp,Age,Sex,Bfas,Sp,Vikt1,Fvikt,Jnr,Bornyear,Fx,Frisk,Agedays,Dnr,5per,7per,Sex2
11,80,1,2,3068,12592,D,14G,9f,2H,Hs,2,1,,3,68,,,77,,1,1096,1,1,1,1
11,80,1,5,2400,12593,V,15G,0b,2H,Hs,2,2,,,65,,,77,,1,1099,4,1,1,2
11,80,6,7,100,12594,V,15G,0b,2H,Hs,0,2,1,,51,,,79,,1,406,41,9,6,2
11,80,5,7,1615,12595,D,14G,8i,2H,Hs,1,2,1,,59,,,78,,1,764,34,7,5,2
11,80,1,3,400,12596,V,15G,1g,2H,Hs,1,2,1,,68,,,78,,1,732,2,1,1,2
11,80,13,1,3069,12597,V,15F,1g,2H,Hs,2,2,4,2,56,,,77,,1,1179,84,17,12,2
11,80,12,7,3070,12598,F,15G,1d,2H,Hs,0,2,1,,,,,79,,1,448,83,17,12,2
11,80,8,6,2245,12599,V,15H,1c,2H,Hs,0,2,4,3,52,,,79,,1,419,54,11,8,2
11,80,13,6,3071,12600,V,15F,1g,2H,Hs,6,2,4,1,46,,,73,1,2,2644,89,18,13,2
11,80,12,5,700,12601,F,14G,9b,2H,Hs,0,1,,,60,,,79,,1,446,81,17,12,1
11,80,8,2,730,12602,F,15H,1d,2H,Hs,3,2,2,,45,,,76,,1,1510,50,10,8,2
11,80,10,5,3072,12603,V,15F,1i,2H,Hs,5,1,,3,53,,,74,,1,2257,67,14,10,1
11,80,12,2,3073,12604,F,15F,1g,2H,Hs,3,2,1,,32,,,76,,1,1538,78,16,12,2
11,80,6,5,830,12605,F,15G,0b,2H,Hs,0,2,1,,55,,,79,,2,404,39,8,6,2
11,80,13,5,3074,12606,F,14G,6a,2H,Hs,3,2,5,,52,,,76,,1,1548,88,18,13,2
11,80,12,3,3075,12607,V,15F,9d,2H,Hs,5,1,,3,64,,,74,,1,2269,79,16,12,1
11,80,2,3,1200,12608,F,15G,3d,2H,Hs,6,2,1,,52,,,73,,1,2564,9,2,2,2
11,80,9,7,3076,12609,V,14F,4j,2H,Hs,2,1,,3,55,,,77,,1,1157,62,13,9,1
11,80,9,7,3077,12610,V,14F,4j,2H,Hs,1,1,,3,55,,,78,,1,792,62,13,9,1
11,80,5,6,3078,12611,F,15G,7e,2H,Hs,5,1,,,50,,,74,,1,2223,33,7,5,1
11,80,12,6,2330,12612,V,15F,1j,2H,Hs,1,1,,,,48,,78,,1,812,82,17,12,1
11,79,52,4,3079,12613,T,15G,8d,2H,Hs,0,2,1,,51,,,79,,1,361,361,73,52,2
11,80,11,7,3080,12614,F,15F,6h,2H,Hs,2,1,,3,57,,,77,,1,1171,76,16,11,1
11,80,5,7,2300,12615,V,15H,1c,2H,Hs,4,2,1,,64,,,75,,1,1859,34,7,5,2
11,80,1,2,3081,12616,D,14G,9f,2H,Hs,0,2,1,,55,,,79,,1,366,1,1,1,2
11,80,8,1,230,12617,V,14G,8i,2H,Hs,2,1,,,55,,,77,,1,1144,49,10,7,1
11,79,51,7,230,12618,V,15F,1i,2H,Hs,1,1,,,,41,,78,,1,722,357,72,51,1
11,80,11,3,3082,12619,V,15F,9d,2H,Hs,0,1,,,64,,,79,,2,437,72,15,11,1
11,79,48,5,1500,12620,G,15G,1g,2H,Hs,0,2,1,,66,,,79,,1,334,334,67,48,2
11,80,4,6,915,12621,K,03C,4e,4S,Sk,2,2,2,,71,,,77,,1,1121,26,6,4,2
11,80,6,6,1150,12622,K,03C,4e,4S,Sk,0,2,1,,59,,,79,,1,405,40,8,6,2
11,80,2,6,1255,12623,K,03C,4e,4S,Sk,0,2,1,,61,,,79,,1,377,12,3,2,2
11,80,1,6,1350,12624,K,03C,4e,4S,Sk,2,1,,3,103,,,77,,1,1100,5,1,1,1
11,80,1,6,920,12625,K,03C,4e,4S,Sk,0,2,1,,72,,,79,,1,370,5,1,1,2
11,80,1,6,1215,12626,K,03C,4e,4S,Sk,2,2,1,,96,,,77,,1,1100,5,1,1,2
11,80,10,1,1155,12627,K,03C,4e,4S,Sk,0,2,4,1,63,,,79,,1,428,63,13,9,2
11,80,2,6,1125,12628,K,03C,4e,4S,Sk,0,2,1,,65,,,79,,1,377,12,3,2,2
11,80,2,6,1250,12629,K,03C,4e,4S,Sk,0,1,,3,86,,,79,,1,377,12,3,2,1
11,80,12,7,2200,12630,V,12G,7g,2H,Ga,1,2,5,,57,,,78,,1,813,83,17,12,2
11,80,12,4,2230,12631,V,12G,6g,2H,Dr,0,2,5,,52,,,79,,1,445,80,16,12,2
11,80,13,6,2300,12632,V,13F,8j,2H,Dr,0,2,5,,53,,,79,,1,454,89,18,13,2
11,80,13,3,115,12633,V,13G,5h,2H,Ga,1,2,4,3,48,,,78,,1,816,86,18,13,2
11,80,13,2,800,12634,F,13G,2g,2H,Ga,2,2,5,,39,,,77,,1,1180,85,17,13,2
11,80,12,2,900,12635,F,13G,2h,2H,Ga,2,1,,3,49,,,77,,1,1173,78,16,12,1
11,80,12,7,2300,12636,V,12G,6h,2H,Dr,2,2,4,1,50,,,77,,1,1178,83,17,12,2
11,80,12,6,2200,12637,V,13F,8j,2H,Dr,0,1,,3,60,,,79,,1,447,82,17,12,1
11,80,12,7,830,12638,F,13G,0j,2H,Ga,3,2,5,,62,,,76,,1,1543,83,17,12,2
11,80,13,2,2300,12639,V,13G,6e,2H,Dr,1,2,5,,60,,,78,,1,815,85,17,13,2
11,80,13,5,2000,12640,V,13G,5g,2H,Ga,4,1,,3,58,,,75,,1,1913,88,18,13,1
11,80,12,7,2000,12641,V,13G,6e,2H,Dr,2,1,,3,67,,,77,,1,1178,83,17,12,1
11,80,13,1,900,12642,F,13G,6e,2H,Dr,2,1,,3,68,,,77,,1,1179,84,17,12,1
11,80,40,6,3083,12643,D,15H,9a,2H,Hs,1,2,1,,50,,,79,,2,643,278,56,40,2
11,80,9,4,800,12644,F,15H,0d,2H,Hs,3,1,,,70,,,76,,1,1519,59,12,9,1
11,78,19,3,3084,12645,+,15G,4f,2H,Hs,0,2,7,,39,,,77,,1,495,130,26,19,2
11,78,37,2,1900,12646,S,16F,0i,2H,Hs,4,1,,1,68,,,74,1,1,1715,255,51,37,1
11,80,42,6,820,12647,D,09H,3f,3U,So,1,1,,,,57,,79,1,1,657,292,59,42,1
11,80,10,6,1000,12648,V,15G,2a,2H,Hs,0,2,,,63,,,79,,1,433,68,14,10,2
11,79,11,3,3085,12649,S,15G,4g,2H,Hs,0,1,,,55,,,78,,1,438,73,15,11,1
11,79,10,7,3086,12650,U,15G,4f,2H,Hs,0,2,1,,43,,,78,,1,435,70,14,10,2
11,78,38,7,3087,12651,F,15G,9a,2H,Hs,0,1,,1,36,,,78,,1,267,267,54,39,1
11,78,35,6,1030,12652,D,15G,7e,2H,Hs,4,2,,,71,,,74,1,1,1705,245,49,35,2
11,77,16,5,3088,12653,F,15G,3f,2H,Hs,2,2,,,55,,,74,1,1,1207,112,23,16,2
11,80,44,6,3089,12654,K,11H,2h,3U,Up,0,1,,,61,,,80,,1,306,306,62,44,1
11,81,2,7,200,12655,V,11G,5j,3U,Vs,1,1,,,90,,,79,,1,741,11,3,2,1
11,80,48,7,100,12656,V,13G,0h,2H,Ga,0,1,,1,65,,,80,,1,335,335,67,48,1
11,80,49,5,930,12657,S,13G,1i,2H,Ga,4,2,1,,,65,,76,,1,1800,340,68,49,2
11,80,52,5,1500,12658,F,13G,3h,2H,Ga,0,1,,3,59,,,80,,1,361,361,73,52,1
11,80,51,1,900,12659,F,13G,2h,2H,Ga,0,2,1,,45,,,80,,1,350,350,70,50,2
11,80,48,5,430,12660,V,13G,3e,2H,Ga,0,2,1,,52,,,80,,1,333,333,67,48,2
11,80,48,5,310,12661,V,13G,3e,2H,Ga,0,2,1,,55,,,80,,1,333,333,67,48,2
11,80,51,6,300,12662,V,13G,3e,2H,Ga,0,2,1,,60,,,80,,1,355,355,71,51,2
11,80,49,3,230,12663,V,13G,4i,2H,Ga,0,1,,1,82,,,80,,1,338,338,68,49,1
11,80,50,6,3090,12664,T,13G,3h,2H,Ga,1,1,,3,89,,,79,,1,713,348,70,50,1
11,80,50,3,800,12665,F,13G,4j,2H,Ga,0,1,,3,70,,,80,,1,345,345,69,50,1
11,80,50,7,1045,12666,D,13G,0g,2H,Ga,1,2,1,,,51,,79,,1,714,349,70,50,2
11,80,52,7,200,12667,V,13G,0g,2H,Ga,0,1,,3,69,,,80,,1,363,363,73,52,1
11,80,49,2,800,12668,F,13G,4h,2H,Ga,2,1,,,75,,,78,,1,1067,337,68,49,1
11,80,49,5,45,12669,V,13G,0h,2H,Ga,0,1,,1,50,,,80,,1,340,340,68,49,1
11,80,49,6,130,12670,V,13G,0h,2H,Ga,0,2,,,52,,,80,,1,341,341,69,49,2
11,80,53,1,900,12671,F,13G,1j,2H,Ga,0,1,,3,69,,,80,,1,364,364,73,52,1
11,80,51,3,430,12672,V,13G,1i,2H,Ga,6,2,1,,56,,,74,,1,2542,352,71,51,2
11,80,50,6,1130,12673,V,13G,2g,2H,Ga,2,1,,3,72,,,78,,1,1078,348,70,50,1
11,80,51,3,30,12674,V,13G,1j,2H,Ga,0,1,,3,75,,,80,,1,352,352,71,51,1
11,80,50,7,900,12675,F,13G,2h,2H,Ga,4,1,,3,67,,,76,,1,1809,349,70,50,1
11,80,49,1,2310,12676,V,13G,3i,2H,Ga,0,2,1,,53,,,80,,1,336,336,68,48,2
11,80,49,6,800,12677,F,13G,2h,2H,Ga,0,1,,3,63,,,80,,1,341,341,69,49,1
11,80,48,6,500,12678,V,13G,3e,2H,Ga,3,2,1,,70,,,77,,1,1429,334,67,48,2
11,80,50,2,2330,12679,V,13G,7j,2H,Ga,6,2,1,,60,,,74,,1,2534,344,69,50,2
11,80,52,3,800,12680,F,13G,9h,2H,Ga,0,2,1,,59,,,80,,1,359,359,72,52,2
11,80,52,6,1045,12681,D,13G,4i,2H,Ga,0,1,,3,75,,,80,,1,362,362,73,52,1
11,80,51,6,2210,12682,V,12G,7g,2H,Dr,0,2,1,,60,,,80,,1,355,355,71,51,2
11,80,49,6,130,12683,V,13G,2f,2H,Ga,0,1,,1,78,,,80,,1,341,341,69,49,1
11,80,50,7,900,12684,F,13G,1j,2H,Ga,0,1,,3,75,,,80,,1,349,349,70,50,1
11,80,53,2,200,12685,T,13G,0h,2H,Ga,0,1,,3,72,,,80,,1,365,365,73,53,1
11,80,49,7,30,12686,V,13G,0h,2H,Ga,1,2,1,,,57,,79,,1,707,342,69,49,2
11,80,50,1,230,12687,V,13G,0h,2H,Ga,2,2,1,,67,,,78,,1,1073,343,69,49,2
11,80,51,6,235,12688,V,13G,8a,2H,Dr,0,1,,1,65,,,80,,1,355,355,71,51,1
11,80,51,6,210,12689,V,13G,3i,2H,Ga,0,1,,1,67,,,80,,1,355,355,71,51,1
11,80,51,7,130,12690,V,13G,6h,2H,Ga,1,1,,2,70,,,79,,1,721,356,72,51,1
11,80,49,7,800,12691,V,13G,0j,2H,Dr,1,1,,1,69,,,79,,1,707,342,69,49,1
11,80,49,7,230,12692,V,13G,6e,2H,Dr,1,2,1,,57,,,79,,1,707,342,69,49,2
11,80,49,6,200,12693,V,12G,5f,2H,Dr,0,2,1,,65,,,80,,1,341,341,69,49,2
11,81,1,4,100,12694,V,13G,0h,2H,Ga,0,1,,3,68,,,80,,1,366,1,1,1,1
11,80,51,3,800,12695,F,14F,1i,2H,Dr,0,2,,,55,,,80,,1,352,352,71,51,2
11,80,49,6,200,12696,V,13G,0g,2H,Ga,0,1,,,66,,,80,,1,341,341,69,49,1
11,80,51,6,200,12697,V,13G,8a,2H,Dr,5,1,,1,70,,,75,,1,2180,355,71,51,1
11,80,50,5,130,12698,V,13G,8a,2H,Dr,0,2,1,,63,,,80,,1,347,347,70,50,2
11,80,49,7,1030,12699,V,14F,1i,2H,Dr,4,2,1,,50,,,76,,1,1802,342,69,49,2
11,80,51,1,800,12700,F,13G,8a,2H,Dr,0,2,1,,55,,,80,,1,350,350,70,50,2
11,80,52,1,800,12701,F,13G,6e,2H,Dr,0,1,,3,62,,,80,,1,357,357,72,51,1
11,81,4,5,3091,12702,K,09H,8e,3U,So,1,1,,,95,,,79,,1,753,23,5,4,1
11,80,51,3,2330,12703,V,09H,6f,3U,So,1,2,1,,,,,79,,1,717,352,71,51,2
11,80,48,7,3092,12704,S,09H,7f,3U,So,4,1,,,85,,,76,,1,1795,335,67,48,1
11,80,48,2,3093,12705,S,09H,7f,3U,So,5,2,1,,60,,,75,,1,2155,330,66,48,2
11,80,47,2,3094,12706,S,09H,7f,3U,So,5,1,,,,,,75,,1,2148,323,65,47,1
11,79,17,5,3095,12707,+,09H,3e,3U,So,1,2,6,,59,,,77,,1,847,117,24,17,2
11,81,4,6,2100,12708,V,13G,0h,2H,Ga,4,1,,3,87,,,76,,1,1849,24,5,4,1
11,81,4,1,800,12709,F,13G,7b,2H,Ga,0,1,,3,,67,,80,,1,384,19,4,3,1
11,81,5,5,2345,12710,V,13G,0h,2H,Ga,4,1,,3,72,,,76,,1,1855,30,6,5,1
11,81,2,7,200,12711,V,13G,0h,2H,Ga,1,2,1,,50,,,79,,1,741,11,3,2,2
11,81,5,5,130,12712,V,13G,6e,2H,Dr,4,1,,3,70,,,76,,1,1855,30,6,5,1
11,81,5,1,2345,12713,V,13G,0h,2H,Ga,1,1,,3,68,,,79,,1,756,26,6,4,1
11,80,11,9,3096,12714,+,09H,7f,3U,So,2,,,,,,,77,,,1168,73,-9,-9,
11,79,9,8,3097,12715,+,09H,7f,1L,Ja,3,1,,,,,,75,,,1520,60,-9,-9,1
11,81,4,1,1010,12716,F,13G,0h,2H,Ga,0,2,,,51,,,80,,1,384,19,4,3,2
11,81,4,4,340,12717,V,13H,5a,2H,Ga,6,2,1,,48,,,74,,1,2577,22,5,4,2
11,81,3,3,330,12718,V,12G,9h,2H,Ga,0,2,1,,58,,,80,,1,379,14,3,2,2
11,81,5,1,2345,12719,V,13G,0h,2H,Ga,0,2,1,,58,,,80,,1,391,26,6,4,2
11,81,2,7,800,12720,F,13G,3g,2H,Ga,0,1,,3,55,,,80,,1,376,11,3,2,1
11,81,6,3,230,12721,V,13G,7j,2H,Ga,5,2,1,,58,,,75,,1,2225,35,7,5,2
11,81,2,7,430,12722,V,13G,6e,2H,Dr,2,2,1,,64,,,78,,1,1106,11,3,2,2
11,81,5,7,800,12723,F,12G,9h,2H,Ga,0,1,,3,56,,,80,,1,397,32,7,5,1
11,81,6,1,800,12724,F,13G,8a,2H,Dr,0,2,1,,55,,,80,,1,398,33,7,5,2
11,81,4,3,800,12725,F,13H,2a,2H,Ga,0,1,,,62,,,80,,1,386,21,5,3,1
11,81,3,4,1530,12726,F,13G,2h,2H,Ga,0,2,1,,,50,,80,,1,380,15,3,3,2
11,81,6,1,2230,12727,V,14F,1i,2H,Dr,5,2,1,,57,,,75,,1,2223,33,7,5,2
11,81,4,5,2345,12728,V,13G,2f,2H,Ga,0,1,,3,72,,,80,,1,388,23,5,4,1
11,81,6,1,200,12729,V,14F,1i,2H,Dr,0,1,,3,58,,,80,,1,398,33,7,5,1
11,81,5,7,230,12730,V,14F,1i,2H,Dr,2,2,1,,58,,,78,,1,1127,32,7,5,2
11,81,6,5,1230,12731,F,13G,2g,2H,Ga,1,1,,3,71,,,79,,1,767,37,8,6,1
11,81,5,3,900,12732,F,13G,1j,2H,Ga,0,1,,3,,52,,80,,1,393,28,6,4,1
11,80,53,1,815,12733,F,13G,4g,2H,Ga,4,1,,3,55,,,76,,1,1824,364,73,52,1
11,81,2,1,315,12734,V,14F,1i,2H,Dr,3,1,,2,70,,,77,,1,1465,5,1,1,1
11,81,4,7,345,12735,V,13G,6e,2H,Dr,4,2,1,,70,,,76,,1,1850,25,5,4,2
11,81,3,5,215,12736,V,13G,6e,2H,Dr,0,1,,3,93,,,80,,1,381,16,4,3,1
11,81,3,6,2335,12737,V,13G,0h,2H,Ga,0,1,,3,70,,,80,,1,382,17,4,3,1
11,81,3,5,900,12738,F,12G,9h,2H,Ga,0,2,1,,47,,,80,,1,381,16,4,3,2
11,80,42,7,900,12739,F,12G,6g,2H,Dr,0,1,,1,73,,,80,,1,293,293,59,42,1
11,80,43,3,3098,12740,T,13G,0h,2H,Ga,0,1,,1,67,,,80,,1,296,296,60,43,1
11,81,3,4,455,12741,V,13G,3g,2H,Ga,0,1,,3,60,,,80,,1,380,15,3,3,1
11,80,39,3,900,12742,D,13G,2h,2H,Ga,0,2,1,,,53,,80,,1,268,268,54,39,2
11,80,41,7,900,12743,F,13G,6e,2H,Dr,0,2,1,,60,,,80,,1,286,286,58,41,2
11,80,39,7,1500,12744,S,13G,4h,2H,Ga,0,1,,,53,,,80,,2,272,272,55,39,1
11,81,5,2,40,12745,V,13G,4i,2H,Ga,0,1,,3,65,,,80,,1,392,27,6,4,1
11,80,43,7,1300,12746,S,13G,3f,2H,Ga,4,2,1,,42,,,76,,1,1760,300,60,43,2
11,80,40,4,1700,12747,S,13G,2h,2H,Ga,2,2,1,,60,,,78,,1,1006,276,56,40,2
11,80,41,4,900,12748,F,13G,0h,2H,Ga,0,2,1,,,40,,80,,1,283,283,57,41,2
11,80,42,6,830,12749,F,12G,6g,2H,Dr,0,1,,1,47,,,80,,1,292,292,59,42,1
11,80,39,5,1830,12750,S,13G,3g,2H,Ga,2,2,,,32,,,78,,1,1000,270,54,39,2
11,81,9,3,230,12751,V,13G,3g,2H,Ga,0,1,,3,62,,,80,,1,421,56,12,8,1
11,81,9,3,230,12752,V,13G,3g,2H,Ga,0,2,4,3,51,,,80,,1,421,56,12,8,2
11,81,10,3,800,12753,F,13G,3h,2H,Ga,0,1,,3,64,,,80,,1,428,63,13,9,1
11,81,17,2,1330,12754,F,13G,4j,2H,Ga,3,2,6,,57,,,77,,2,1571,111,23,16,2
11,81,11,7,1230,12755,K,09H,5e,3U,So,1,1,,3,64,,,79,,1,804,74,15,11,1
11,81,14,2,3099,12756,S,10H,2f,3U,So,7,1,,3,,,,73,,1,3010,90,18,13,1
11,81,9,2,3000,12757,F,10G,0e,3U,So,1,1,,3,52,,,79,,1,785,55,11,8,1
11,78,51,4,3001,12758,U,15G,5g,2H,Hs,7,2,1,,61,,,71,,2,2910,355,71,51,2
11,78,50,6,3002,12759,U,15G,5g,2H,Hs,1,1,,,68,,,77,,2,715,350,70,50,1
11,78,51,9,3003,12760,U,15G,5g,2H,Hs,0,2,1,,68,,,78,,1,355,355,-9,-9,2
11,78,51,9,3004,12761,U,15G,5g,2H,Hs,0,1,,,54,,,78,,1,355,355,-9,-9,1
11,78,51,9,3005,12762,U,15G,5g,2H,Hs,0,1,,,51,,,78,,1,355,355,-9,-9,1
11,78,49,7,3006,12763,U,15G,5g,2H,Hs,1,1,,,61,,,77,,2,709,344,69,50,1
11,78,51,3,3007,12764,U,15G,5g,2H,Hs,1,1,,,68,,,77,,2,719,354,71,51,1
11,80,47,6,3008,12765,G,15G,0b,2H,Hs,0,1,,,50,,,80,,1,327,327,66,47,1
11,81,1,5,3009,12766,F,15G,8d,2H,Hs,0,1,,,58,,,80,,2,367,2,1,1,1
11,81,2,1,2315,12767,G,15G,4f,2H,Hs,0,2,1,,44,,,80,,1,370,5,1,1,2
11,80,48,3,3010,12768,F,14G,7f,2H,Hs,0,2,1,,,43,,80,,1,331,331,67,48,2
11,80,47,6,3011,12769,V,14G,5c,2H,Hs,0,1,,,68,,,80,,1,327,327,66,47,1
11,80,49,6,3012,12770,S,15G,1a,2H,Hs,0,2,1,,49,,,80,,1,341,341,69,49,2
11,80,47,3,2400,12771,V,14G,7g,2H,Hs,0,1,,,68,,,80,,1,324,324,65,47,1
11,80,50,8,3013,12772,V,15G,4f,2H,Hs,0,1,,,,50,,80,,1,346,346,-9,-9,1
11,80,47,1,1000,12773,G,15G,3g,2H,Hs,0,2,1,,51,,,80,,1,322,322,65,46,2
11,80,45,7,3014,12774,D,14F,7f,2H,Dr,0,1,,,,51,,80,,1,314,314,63,45,1
11,81,1,6,3015,12775,V,15G,4f,2H,Hs,5,1,,,,31,,75,,1,2193,3,1,1,1
11,80,49,5,530,12776,V,15G,0c,2H,Hs,0,2,1,,43,,,80,,1,340,340,68,49,2
11,80,42,6,3016,12777,F,15G,1a,2H,Hs,0,1,,,,33,,80,,1,292,292,59,42,1
11,80,51,8,3017,12778,D,14G,7h,2H,Hs,2,1,,,,,,78,,1,1083,353,-9,-9,1
11,80,50,6,1200,12779,G,15G,1a,2H,Hs,0,2,1,,,50,,80,,1,348,348,70,50,2
11,80,51,4,2230,12780,V,15G,3g,2H,Hs,0,2,1,,,50,,80,,1,353,353,71,51,2
11,80,48,2,3018,12781,S,14G,8d,2H,Hs,0,1,,,38,,,80,,1,330,330,66,48,1
11,80,48,3,3019,12782,G,15G,4f,2H,Hs,4,2,1,,53,,,76,,1,1791,331,67,48,2
11,80,51,6,10,12783,V,15G,3g,2H,Hs,1,2,1,,,57,,79,,1,720,355,71,51,2
11,80,42,7,3020,12784,D,15G,4g,2H,Hs,2,1,,,,62,,78,,1,1023,293,59,42,1
11,79,46,7,1030,12785,D,16G,0b,2H,Hs,1,2,1,,50,,,78,,2,687,322,65,46,2
11,80,9,3,3021,12786,F,15G,4f,2H,Hs,1,2,4,1,52,,,78,,1,788,58,12,9,2
11,80,40,2,3022,12787,D,14G,7e,2H,Hs,3,1,,,65,,,77,,1,1369,274,55,40,1
11,80,40,6,3023,12788,D,15F,3h,2H,Hs,0,1,,,,28,,80,,1,278,278,56,40,1
11,81,3,4,3024,12789,V,15G,4f,2H,Hs,0,2,1,,55,,,80,,1,380,15,3,3,2
11,80,51,4,2330,12790,V,15G,3g,2H,Hs,1,1,,,,43,,79,,1,718,353,71,51,1
11,80,48,7,120,12791,V,14F,8g,2H,Dr,1,2,1,,,,,79,,1,700,335,67,48,2
11,80,49,5,3025,12792,T,14G,8f,2H,Hs,0,1,,,,60,,80,,1,340,340,68,49,1
11,80,45,6,3026,12793,D,15G,0c,2H,Hs,2,1,,,62,,,78,,1,1043,313,63,45,1
11,80,46,5,3027,12794,F,15G,3g,2H,Hs,0,1,,,60,,,80,,1,319,319,64,46,1
11,80,48,2,3028,12795,V,14G,7i,2H,Hs,0,1,,,57,,,80,,1,330,330,66,48,1
11,80,47,1,3029,12796,F,15G,1g,2H,Hs,0,1,,,66,,,80,,1,322,322,65,46,1
11,80,46,1,1800,12797,G,15G,4f,2H,Hs,0,2,1,,58,,,80,,1,315,315,63,45,2
11,80,48,2,3030,12798,V,15G,0b,2H,Hs,0,2,1,,,45,,80,,2,330,330,66,48,2
11,80,50,6,3031,12799,D,15G,0f,2H,Hs,0,1,,,,53,,80,,1,348,348,70,50,1
11,80,48,2,3032,12800,V,14G,7i,2H,Hs,0,1,,,66,,,80,,1,330,330,66,48,1
11,80,42,5,3033,12801,D,15G,2a,2H,Hs,3,1,,,,50,,77,,1,1386,291,59,42,1
11,80,45,7,1130,12802,D,13G,5h,2H,Ga,2,1,,,64,,,78,,1,1044,314,63,45,1
11,80,45,5,800,12803,F,13G,5j,2H,Ga,0,2,1,,58,,,80,,1,312,312,63,45,2
11,80,48,6,100,12804,V,13G,0h,2H,Ga,0,2,1,,70,,,80,,1,334,334,67,48,2
11,80,45,6,2230,12805,V,13G,0g,2H,Ga,1,1,,1,72,,,79,,1,678,313,63,45,1
11,80,45,6,2330,12806,V,13G,5i,2H,Ga,0,1,,1,68,,,80,,1,313,313,63,45,1
11,80,47,7,400,12807,V,13G,7j,2H,Ga,2,1,,1,80,,,78,,1,1058,328,66,47,1
11,80,48,3,800,12808,F,13G,4g,2H,Ga,2,1,,1,85,,,78,,1,1061,331,67,48,1
11,80,48,2,815,12809,F,13G,4h,2H,Ga,1,2,1,,46,,,79,,1,695,330,66,48,2
11,80,45,6,800,12810,F,13G,4h,2H,Ga,2,2,1,,50,,,78,,1,1043,313,63,45,2
11,80,47,4,500,12811,V,13G,3i,2H,Ga,0,2,1,,57,,,80,,1,325,325,65,47,2
11,80,46,1,800,12812,F,13G,3i,2H,Ga,0,2,1,,70,,,80,,1,315,315,63,45,2
11,80,48,5,800,12813,F,13G,2g,2H,Ga,0,1,,3,70,,,80,,1,333,333,67,48,1
11,80,48,1,3034,12814,T,13G,3g,2H,Ga,2,1,,1,90,,,78,,1,1059,329,66,47,1
11,80,46,5,800,12815,F,13G,4j,2H,Ga,0,1,,1,71,,,80,,1,319,319,64,46,1
11,80,45,5,800,12816,F,13G,0g,2H,Ga,0,1,,1,62,,,80,,1,312,312,63,45,1
11,80,48,1,400,12817,V,13G,7j,2H,Ga,2,2,1,,75,,,78,,1,1059,329,66,47,2
11,80,51,7,2345,12818,V,08D,2a,3U,Vg,0,2,,,,,,80,,1,356,356,72,51,2
11,81,3,5,300,12819,V,08D,2a,3U,Vg,0,1,,3,,63,,80,,1,381,16,4,3,1
11,81,4,2,30,12820,V,08D,2a,3U,Vg,0,1,,3,,63,,80,,1,385,20,4,3,1
11,81,4,2,130,12821,V,08D,2a,3U,Vg,1,2,1,,,39,,79,,1,750,20,4,3,2
11,81,3,4,800,12822,F,13F,8j,2H,Dr,0,1,,3,60,,,80,,1,380,15,3,3,1
11,81,4,4,800,12823,F,13G,3h,2H,Ga,0,2,1,,54,,,80,,1,387,22,5,4,2
11,80,43,5,2250,12824,V,13G,0h,2H,Ga,0,1,,1,60,,,80,,1,298,298,60,43,1
11,80,44,1,100,12825,V,13G,0h,2H,Ga,0,1,,1,72,,,80,,1,301,301,61,43,1
11,80,44,5,800,12826,F,13G,3g,2H,Ga,0,2,1,,45,,,80,,1,305,305,61,44,2
11,80,44,3,2115,12827,V,13G,3f,2H,Ga,0,1,,1,82,,,80,,1,303,303,61,44,1
11,80,44,3,2130,12828,V,13G,4i,2H,Ga,0,2,,,42,,,80,,1,303,303,61,44,2
11,80,45,7,800,12829,F,13G,3h,2H,Ga,0,1,,1,69,,,80,,1,314,314,63,45,1
11,80,43,5,900,12830,D,13H,3a,2H,Ga,0,2,1,,57,,,80,,1,298,298,60,43,2
11,80,45,4,2200,12831,V,13G,0g,2H,Ga,0,1,,1,59,,,80,,1,311,311,63,45,1
11,80,43,7,800,12832,F,13G,4j,2H,Ga,0,1,,1,54,,,80,,1,300,300,60,43,1
11,80,45,2,115,12833,V,13G,0h,2H,Ga,1,2,1,,83,,,79,,1,674,309,62,45,2
11,80,45,4,800,12834,F,12G,9h,2H,Ga,0,1,,1,75,,,80,,1,311,311,63,45,1
11,80,45,4,2245,12835,V,13G,0h,2H,Ga,0,2,1,,64,,,80,,1,311,311,63,45,2
11,80,45,3,800,12836,F,13G,3g,2H,Ga,0,2,1,,52,,,80,,1,310,310,62,45,2
11,80,45,2,310,12837,V,13G,0h,2H,Ga,0,2,1,,68,,,80,,1,309,309,62,45,2
11,80,45,5,2330,12838,V,13G,0g,2H,Ga,0,2,1,,48,,,80,,1,312,312,63,45,2
11,80,43,5,2300,12839,V,13G,0h,2H,Ga,0,1,,1,61,,,80,,1,298,298,60,43,1
11,80,43,7,1100,12840,D,13G,2h,2H,Ga,0,2,1,,70,,,80,,1,300,300,60,43,2
11,80,45,1,200,12841,V,12G,6g,2H,Dr,1,1,,1,60,,,79,,1,673,308,62,44,1
11,80,44,5,800,12842,F,13G,3h,2H,Ga,0,1,,3,73,,,80,,1,305,305,61,44,1
11,80,45,1,115,12843,V,13G,0h,2H,Ga,1,2,1,,68,,,79,,1,673,308,62,44,2
11,80,43,5,1100,12844,D,13G,3g,2H,Ga,1,2,1,,,61,,79,,1,663,298,60,43,2
11,81,10,4,2320,12845,V,12G,5f,2H,Dr,0,1,,3,70,,,80,,1,429,64,13,10,1
